label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,major_axis_length,minor_axis_length,area_bbox,extent,area_filled,area_convex,euler_number,intensity_max-0,intensity_max-1,intensity_mean-0,intensity_mean-1,intensity_min-0,intensity_min-1,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,inertia_tensor_eigvals-2,solidity,well_area
72,25.768175819131233,1751.4948069088196,2126.0418890227807,21,1715,2082,32,1800,2158,17427,98.53761887125779,8.61007011891764,71060,0.24524345623416832,17427,28758,-4,4834.0,248.0,1460.6644287599702,157.12061743271934,395.0,111.0,626.8914370745979,489.1897820134969,145.11498580636885,0.6059878990194033,18064950
73,35.51859030782961,1760.2780924807626,1675.476435101838,21,1676,1561,53,1850,1766,326057,196.04323148882045,22.95825527224451,1141440,0.2856540860667227,326261,521824,-156,6270.0,3117.0,515.3105499958597,308.7291761869857,150.0,160.0,3193.6757334032036,1948.0015048862392,1298.3823770315187,0.6248409425400135,18064950
74,57.7052345066739,945.3533582595555,2540.3953873573682,49,872,2480,67,1027,2615,103238,155.83470466673984,14.22063033122771,376650,0.27409531395194475,103257,182014,0,2973.0,1982.0,420.5559193320289,321.7413839865166,120.0,144.0,1909.875744280133,1224.3340752793733,705.764301702503,0.567198127616557,18064950
75,78.13683116662779,999.9287001887473,3548.6205225542385,62,927,3473,94,1093,3617,188612,182.45047859488542,22.040488192213633,764928,0.24657484103078983,188687,354236,-114,5419.0,1881.0,493.90266791084343,252.83984051916102,138.0,139.0,2492.8356033209034,1688.698012962693,852.7159023333213,0.5324472950236565,18064950
76,99.12182061579652,4391.606693440428,2133.586345381526,97,4358,2091,101,4425,2181,7470,102.73291413523519,3.9014934573466844,24120,0.30970149253731344,7470,14706,-5,2454.0,193.0,782.4368139223561,146.1376171352075,387.0,105.0,704.0864965293401,528.4636648957662,177.14499675334582,0.5079559363525091,18064950
77,80.02559344841362,752.1631378650575,925.0136403776203,68,654,844,93,854,1021,190244,194.75128028023732,16.4384907664807,885000,0.21496497175141244,190365,368045,-79,3131.0,2741.0,425.7960408738252,318.40362902378,78.0,101.0,3189.619248501624,1909.9142574735613,1306.7273888960299,0.5169041829124156,18064950
78,44.18146984754529,1490.4557258523112,2119.9538709415365,36,1421,2033,55,1566,2197,73858,184.1842867539257,16.94165917317729,451820,0.16346775264485858,73860,229275,-95,8113.0,2520.0,563.4685206748084,312.56933575238975,103.0,115.0,2757.7159528373386,1710.5435651296216,1075.8743692617272,0.32213717151891835,18064950
79,65.54960696834502,3036.005523688124,3458.9441257701296,62,3007,3423,70,3065,3484,9414,62.295260309346695,6.97271012084601,28304,0.3326031656302996,9415,15703,-5,2426.0,250.0,841.1855746760144,166.20065859358402,355.0,127.0,372.97024014943645,196.46590717193072,181.36620162044056,0.5995032796280966,18064950
80,41.01316961253415,2997.2277550527538,1559.1586843972166,29,2921,1499,54,3079,1625,132502,163.86440939564838,18.12463662685041,497700,0.26622865179827204,132538,238183,-122,4361.0,2160.0,503.16355224826793,276.7569017826146,145.0,138.0,2083.4575985909364,1359.0023559720012,757.305487904472,0.5563033465864482,18064950
81,68.1454156978571,3551.0208006032803,2871.6906931439703,63,3521,2841,74,3587,2901,15913,63.80993405977982,9.473805168505043,43560,0.36531221303948574,15916,22101,1,178.0,1086.0,139.16282284924276,404.4104819958524,104.0,230.0,362.2423963247329,208.0730334542121,163.1446613076001,0.7200126691099951,18064950
82,37.77167252732592,3041.222171398077,2226.7831651371775,29,2965,2157,50,3126,2327,104937,202.37805636566853,15.703731625901497,574770,0.182572159298502,104951,239297,-59,5591.0,2112.0,514.8496431192049,297.50589401259805,95.0,120.0,2704.480657826257,2060.174244266202,668.9671322578887,0.4385220040368245,18064950
83,49.31934544724425,2575.3011745808653,973.2960546129907,45,2542,932,54,2605,1018,9961,96.19923039637999,8.361377186687017,48762,0.2042779213321849,9961,25769,-6,1264.0,319.0,642.4726433089047,156.08151791988757,336.0,92.0,638.6958727770785,466.21022786569245,179.4769077571911,0.3865497302960922,18064950
84,71.52570519717453,668.2864761191935,1862.6620667072086,65,626,1828,79,706,1899,21377,98.43556259919701,10.827641646024382,79520,0.26882545271629776,21377,36695,-2,7875.0,2727.0,1098.0562286569677,345.73073864433735,138.0,150.0,655.6668787651445,490.3398903917577,177.05077073485893,0.5825589317345687,18064950
85,65.49383378016086,3185.6407506702412,1292.4742627345845,62,3168,1273,70,3203,1310,3730,35.513208883279965,6.79354917802328,10360,0.36003861003861004,3730,5134,-2,267.0,1147.0,164.3970509383378,443.4764075067024,123.0,241.0,113.5414443435938,65.36701578108477,52.7896596059311,0.7265290222049084,18064950
86,63.950551358860814,3672.486107493271,2146.4553703221327,60,3624,2109,70,3725,2197,23034,109.14540401307704,7.294131335505011,88880,0.25915841584158417,23034,46456,-7,2948.0,2109.0,395.4328384127811,360.11430928193107,82.0,121.0,991.3926326716119,598.2961784558705,398.41688940970096,0.4958240055105907,18064950
87,39.283398719801774,2334.079289696469,1665.4462110262234,35,2310,1642,45,2359,1692,9686,50.44440624550811,7.8870720216523615,24500,0.3953469387755102,9686,12409,2,233.0,1294.0,157.65135246747883,446.89551930621514,118.0,228.0,244.1440565913923,130.34220132682947,120.022445772036,0.7805624949633331,18064950
88,63.98983779558335,1210.0883330076217,3224.135821770569,61,1177,3208,68,1249,3242,5117,81.39583388065151,6.379421288520538,17136,0.2986111111111111,5117,9287,-3,1721.0,2203.0,455.56791088528433,376.88802032440884,118.0,135.0,366.21141633336146,333.29893945515215,36.98217847585221,0.5509852481964036,18064950
89,51.97325174825175,1339.0872377622377,2910.79965034965,49,1318,2890,56,1360,2931,5720,42.05195599548068,6.607039062422383,12054,0.47453127592500416,5720,7194,1,3018.0,206.0,1083.6713286713286,165.65017482517482,390.0,133.0,171.52692782089616,90.60099841091096,85.29122592722273,0.7951070336391437,18064950
90,33.38447088290545,1761.4978083907326,2015.648090169067,30,1748,2001,38,1777,2030,3194,29.176754329678705,7.33049180883529,6728,0.47473246135552916,3194,3750,1,203.0,3052.0,135.37319974953036,850.5901690670006,101.0,266.0,84.29340982219853,45.25095516869131,44.41606566944734,0.8517333333333333,18064950
91,71.418614664953,2790.105567045284,673.4910651956915,56,2709,597,86,2886,735,153277,224.72578148230673,19.70262265730809,732780,0.20917192063102158,153283,289902,-76,9689.0,3901.0,673.4534600755495,311.59231326291615,145.0,149.0,2987.9774285545263,2544.493510120487,482.30325239166643,0.5287200502238688,18064950
92,81.55866593611465,3656.31569666911,3248.997120960913,60,3534,3106,101,3790,3356,702665,225.97651869027345,33.11256551657005,2624000,0.2677839176829268,703564,1129997,-463,5039.0,2799.0,473.3863064191329,270.7799121914426,122.0,136.0,4692.016367214497,2608.0914497232325,2193.569117000179,0.6218290845019943,18064950
93,33.92326139088729,1787.1181911613567,1493.1264131551902,30,1748,1468,38,1824,1522,8757,84.59270479839148,6.911905378437671,32832,0.26672149122807015,8757,19216,-7,1508.0,238.0,758.015302044079,189.35959803585703,361.0,154.0,528.6166641149462,360.185007053414,173.20910065757974,0.45571398834304744,18064950
94,37.774033234974375,2426.61003261376,2136.7640938033855,35,2404,2111,43,2452,2163,6439,61.9514964410242,7.238897571473005,19968,0.32246594551282054,6439,9900,0,2925.0,215.0,934.7187451467619,158.4902935238391,431.0,117.0,263.9617893100007,194.51947746662555,74.68247564840294,0.6504040404040404,18064950
95,73.79908203896775,3705.0534818687497,2619.1934101340466,60,3607,2569,88,3766,2675,131596,139.77396417186966,19.97268003743432,471912,0.27885707504789026,131604,207660,-100,7277.0,2498.0,509.31590625854886,313.6356652177878,138.0,156.0,1472.476915206696,996.7834504098415,515.5842595846273,0.6337089473177309,18064950
96,51.55149736196775,1079.1887865051647,2775.3579549676747,46,1027,2727,60,1124,2818,26914,111.5754554883401,11.048029435168887,123578,0.21778957419605433,26917,52587,-18,2909.0,1112.0,557.2172846845508,263.50457011220925,118.0,134.0,910.6517658961295,628.5570610915461,294.30060024461926,0.5117994941715633,18064950
97,63.55602632447169,2966.46166802688,893.521228012294,56,2921,832,74,3038,949,57589,105.26036261353697,15.10800905647403,246402,0.23371969383365396,57601,106852,-18,4007.0,2027.0,688.432165865009,219.94363506919726,138.0,112.0,1020.2276193391215,565.3997937591897,477.6530193449819,0.5389604312507019,18064950
98,57.61610352264558,1093.714354181644,3039.590222861251,54,1076,3014,62,1113,3056,4173,38.343627805071975,7.388508132265989,12432,0.3356660231660232,4173,5654,1,1064.0,2078.0,207.39851425832734,641.1229331416247,97.0,112.0,123.70993881691511,76.24119228372247,52.92775177524871,0.7380615493455961,18064950
99,73.8234146156101,3161.853013343177,714.6674899844746,56,3077,627,93,3283,802,368428,187.56492244954788,27.202523146537764,1333850,0.2762139670877535,368549,581188,-198,5470.0,3205.0,495.94038726698295,260.88963922394606,135.0,148.0,2989.9917078634667,1796.028869952142,1267.960564465117,0.633922242028397,18064950
100,74.80344308875146,2246.3640314223635,4051.185859936487,70,2213,4008,80,2288,4086,11966,87.95454485779904,8.231839930990647,58500,0.20454700854700855,11966,27805,-4,796.0,1437.0,187.84255390272438,429.88517466154104,76.0,114.0,651.158775614342,390.18825748960177,267.7468369896854,0.4303542528322244,18064950
101,83.00055865030087,3330.068682064133,678.7485115959842,75,3281,634,92,3388,725,62651,112.53649498774246,13.007430967309867,165529,0.37848956980347853,62654,89002,3,6949.0,466.0,857.4033135943561,190.14320601426954,257.0,142.0,1024.5687322223375,641.6827982247758,399.80526003449495,0.7039280016179412,18064950
102,90.5679927029283,174.5963376960873,2488.3284973023206,81,90,2416,101,238,2584,116211,163.65595378193188,16.926929055107475,497280,0.23369329150579152,116277,229340,-116,5967.0,1493.0,636.7745308103364,216.13151939145175,138.0,143.0,2021.2267009896682,1353.4896067755233,696.3891869378091,0.5067192814162379,18064950
103,34.93834728867623,2217.9752292663475,1086.9658592503988,30,2179,1058,41,2250,1121,20064,72.35309631568015,9.825510492997067,49203,0.40778001341381626,20065,26665,0,3711.0,2458.0,515.1522627591706,461.40340909090907,80.0,112.0,437.8302158881261,266.5755601457042,180.90872138722145,0.7524470279392462,18064950
104,58.45228056726715,1206.7309313913377,2951.4736489076276,54,1168,2925,64,1240,2982,10436,70.71556657561432,7.891942551476615,41040,0.2542884990253411,10436,16719,0,717.0,2612.0,242.6700843234956,505.8967037178996,120.0,130.0,348.4649580100928,253.1487056672974,101.54452806637612,0.6242000119624379,18064950
105,74.19758321762299,1231.7461252673847,3626.654069876534,67,1194,3593,82,1271,3662,26647,80.50825625831598,12.274285167452822,79695,0.33436225610138653,26649,37138,2,6105.0,1240.0,842.8980373025106,235.92592036627013,216.0,151.0,511.6648849724469,331.6118701063313,195.1188225033108,0.7175130594000754,18064950
106,50.276246719160106,2776.0730396981626,3252.3198818897636,45,2726,3211,58,2827,3296,24384,108.36608192179453,10.822567435288995,111605,0.21848483490883025,24384,56773,-31,4204.0,1012.0,692.0917814960629,219.5392060367454,133.0,131.0,866.8833096966202,593.016783848623,285.579322437135,0.4294999383509767,18064950
107,79.04966078697421,3839.908276797829,1493.332157394844,76,3819,1471,83,3865,1527,3685,59.000738663275484,5.593776651171035,18032,0.20435891748003548,3685,7961,1,1111.0,222.0,621.3728629579376,185.31560379918588,375.0,151.0,264.6548451421951,175.61887500176584,92.16500386274787,0.46288154754427835,18064950
108,35.87066002062564,1606.8625243497193,2351.2080980209203,20,1527,2271,51,1692,2467,244356,203.52387761943578,21.235973892853956,1002540,0.2437369082530373,244440,401687,-50,7331.0,2416.0,568.6947445530292,262.4411882663,137.0,142.0,3112.5378244743133,2093.6467674214523,1063.9877157706585,0.6083243918772576,18064950
109,43.697100496203745,1788.8081664374963,3184.608130567346,36,1727,3122,55,1863,3274,83635,140.13683759326247,14.811049524819813,392768,0.21293740834283853,83687,159071,-32,4524.0,2366.0,727.8884677467568,232.6186046511628,153.0,121.0,1582.0649489074817,992.8850219333541,611.1166457767941,0.5257715108347845,18064950
110,48.24316520544681,1809.5192691798247,828.6704581292181,36,1754,765,61,1873,891,142689,126.23359905198221,19.226851937585977,374850,0.380656262505002,142706,202031,-13,8839.0,2012.0,692.1340537813006,215.74438113659778,175.0,141.0,1501.8571033655448,815.2296682523229,723.5946186562073,0.706272799718855,18064950
111,32.14447539930568,2323.8005961617578,2194.511060749316,20,2209,2087,45,2430,2288,277106,223.2746459886945,18.841188051593868,1110525,0.2495270255059544,277257,556903,-228,5933.0,2229.0,605.3910994348734,250.22248164962144,131.0,115.0,4411.796811447974,2510.3278954286184,1936.9679527389076,0.4975839598637465,18064950
112,71.34647234183504,1344.1872805564756,3687.1053991387876,67,1309,3655,81,1383,3724,15095,73.31970855272887,8.941390795692495,71484,0.21116613507917856,15096,28334,-6,1235.0,457.0,611.2486253726399,193.20894335872805,231.0,150.0,457.50034516321944,272.78640658091985,192.70878551842904,0.5327521705371638,18064950
113,77.01196096946805,1742.7255272269438,200.68775574441298,74,1718,171,81,1789,233,3177,90.1129757392571,4.483332360869702,30814,0.10310248588304018,3177,9657,-1,1165.0,915.0,275.6742209631728,315.038715769594,98.0,129.0,453.4427230669329,407.02243328209795,48.4303166906371,0.32898415657036345,18064950
114,64.14135881598881,3217.5415452744437,3490.074466845356,59,3196,3470,71,3241,3510,8581,44.326394875308814,9.874044921129856,21600,0.3972685185185185,8581,10425,1,205.0,3786.0,160.72392495047197,749.0501107097075,123.0,242.0,172.72140780115402,103.1163022873147,79.35478182428835,0.8231175059952038,18064950
115,78.0977422907489,3503.7139317180618,3577.0239537444936,75,3487,3559,82,3521,3597,3632,40.69393211274585,6.0760234442275545,9044,0.4015922158337019,3632,4782,1,2040.0,227.0,822.8694933920705,187.82186123348018,311.0,151.0,127.1301411639821,84.64570858457853,46.17623866888386,0.7595148473442075,18064950
116,33.86840919333033,2538.47656602073,3049.5708277001654,30,2494,3017,42,2574,3083,13314,86.10410335009449,8.813884158952561,63360,0.21013257575757577,13315,27360,1,7757.0,2685.0,885.5365780381553,415.16291122127086,96.0,97.0,505.23927770826253,374.58005838455944,138.4276747204466,0.48662280701754385,18064950
117,50.99669997249977,2962.5483545696216,3078.1276010633424,45,2941,3056,57,2985,3101,10909,44.868645756901714,11.002018922824902,23760,0.4591329966329966,10909,12463,1,148.0,4336.0,106.67916399303327,982.9182326519388,70.0,261.0,192.7979030514323,106.71198962182656,98.19035546742545,0.8753109203241595,18064950
118,81.39922331958961,4043.0698532937004,1753.4533512321411,76,3991,1704,88,4073,1810,20858,108.33768295543207,9.065281478383476,104304,0.19997315539193128,20864,46506,-25,1179.0,208.0,473.1811774858567,163.8240003835459,233.0,115.0,805.7572241083565,590.9616438217021,223.01351311488665,0.4485012686535071,18064950
119,79.79278038027005,4029.3259851198677,2606.4249104436485,76,4010,2589,85,4047,2625,3629,35.501860127931444,6.910080623241506,11988,0.30271938605271936,3629,4827,1,3168.0,317.0,997.468724166437,173.0710939652797,257.0,135.0,109.69088554006325,65.4065643381453,49.05924262388772,0.7518127201160141,18064950
120,46.20082877073369,2650.6586149448062,1342.7653778525066,30,2553,1264,63,2732,1418,259903,167.7694470619212,23.622303616072454,909678,0.28570878926389337,259982,403681,-146,8764.0,3876.0,640.2400664863429,273.2158920828155,149.0,146.0,2412.053377006908,1435.2300297796344,1032.6246700402644,0.6438326302203968,18064950
121,43.534510965230176,2001.1319762264698,1060.6037606908405,36,1952,995,55,2091,1146,48289,151.2565078294476,14.813382707599242,398791,0.12108848996090685,48312,170298,-15,1577.0,1670.0,305.6754333285013,349.55509536333324,92.0,109.0,1969.4116883353086,1154.8983734000772,836.4569456594114,0.28355588439089124,18064950
122,58.62625430219594,3570.816278055165,1528.961995249406,53,3526,1497,64,3619,1561,20629,90.56844631950558,8.590556222979016,65472,0.3150812561094819,20635,31547,2,3103.0,240.0,784.1309806582966,190.2634640554559,336.0,148.0,595.6049118360683,413.8220562474663,189.16262121061828,0.6539132088629663,18064950
123,97.81594064145524,3276.369930930726,3979.0131983861042,93,3206,3934,101,3335,4040,29246,147.92106596549723,8.125646334928536,109392,0.2673504461020916,29248,53753,-17,3990.0,1205.0,577.9432059085003,306.46372153456883,114.0,131.0,1424.238590701466,1097.333394236466,333.5078093010338,0.5440812605808047,18064950
124,51.06448776198153,1493.098050710831,3335.315403781328,46,1476,3310,57,1512,3354,6823,43.73590992039329,9.536394440500773,17424,0.3915863177226814,6823,8257,1,11213.0,285.0,1866.1713322585374,189.49714201963945,331.0,144.0,150.43076914049016,100.18863177447852,59.33641925849304,0.8263291752452464,18064950
125,54.49902280130293,3264.4366992399564,3014.441910966341,51,3247,2997,59,3288,3034,4605,42.6718526056781,6.716238533735994,12136,0.3794495715227423,4605,6351,-4,4071.0,186.0,1230.2165038002172,149.37741585233442,403.0,114.0,156.30264274481422,93.29974324213785,67.51368550688039,0.7250826641473783,18064950
126,68.81880542077965,829.8741843734315,3290.9365902626737,64,810,3267,75,846,3317,5977,55.99662906181204,6.89328481296062,19800,0.30186868686868684,5977,8945,-9,644.0,1284.0,238.7990630751213,337.28341977580726,120.0,148.0,217.7287189153655,159.1569920899383,63.323464376686545,0.6681945220793739,18064950
127,48.54054054054054,1519.295006871278,3061.680027485112,46,1496,3034,52,1549,3094,4366,67.3863850908434,5.310669076007556,19080,0.22882599580712787,4366,10871,0,2023.0,184.0,894.5009161704077,142.54993128721944,447.0,106.0,382.7465858894662,228.45640508231523,157.11050141063726,0.4016189862938092,18064950
128,56.27726833976834,3618.18194980695,2034.063223938224,53,3591,2013,61,3643,2055,4144,54.59261850735911,6.387581430446083,17472,0.23717948717948717,4144,8529,-5,1165.0,184.0,750.3926158301158,147.83494208494207,486.0,112.0,231.74677990594,151.0577596010314,84.76913995796657,0.48587173173877357,18064950
129,98.6063188952178,1673.8627627750686,4729.046469696349,92,1588,4666,101,1766,4795,24403,162.02289067469573,6.478722261210747,206658,0.11808398416707798,24405,109640,-890,386.0,290.0,317.4553538499365,245.232143588903,257.0,219.0,1877.41364660246,1314.6695472361157,566.941483580135,0.2225738781466618,18064950
130,90.41962459391168,2982.771266995548,4074.0123330525807,85,2935,4021,97,3041,4106,16622,133.53537440018073,9.499071420599858,108120,0.15373658897521272,16622,38833,-5,588.0,2481.0,187.00733967031644,446.8611478763085,77.0,136.0,994.4368207608342,896.096428702505,107.36362784369484,0.4280380089099477,18064950
131,57.809063652413734,3204.469369952885,3212.698128976317,48,3121,3091,72,3287,3329,191446,247.40477755835317,17.43607930099463,948192,0.2019063649556208,191526,441485,-151,4148.0,2105.0,483.0632815519781,301.5864734703258,87.0,127.0,4229.695402701881,3075.657041004439,1184.4400478364992,0.43364100705573233,18064950
132,42.574533210896846,2960.149372513009,1451.4098561371288,40,2939,1437,46,2977,1471,3267,42.421894180004784,6.657846296395134,7752,0.4214396284829721,3267,4465,0,1828.0,210.0,854.4312825221916,174.90694827058462,304.0,137.0,123.20511419258608,92.1972011562973,35.440604766931024,0.7316909294512878,18064950
133,77.44601026088856,3310.0857930356947,3606.450030018557,59,3226,3518,97,3412,3702,366440,183.83211826079304,25.37174168582583,1300512,0.2817659506409783,366756,555030,-123,7456.0,2005.0,555.4029008841829,251.68210075319288,173.0,157.0,2969.709483667685,1721.8986490211232,1312.1833622637891,0.6602165648703674,18064950
134,85.94960224995918,1781.861993351044,4360.4561695780585,61,1649,4208,101,1942,4515,1078064,271.43929749255375,35.13326192260019,3598040,0.29962535158030484,1079429,1681805,-922,14748.0,4673.0,470.58261476127575,287.3496712625595,152.0,151.0,6623.254569067848,3745.681915828656,3001.0072625713947,0.6410160512068879,18064950
135,55.295953394401835,3318.565975559522,1610.8943920284028,48,3265,1552,64,3367,1668,50981,130.85263376040308,13.558711243512883,189312,0.26929618830290736,50998,104885,-43,2137.0,923.0,596.1640022753575,205.35581883446775,156.0,149.0,1318.7825560659487,865.312520630957,471.85390049348797,0.48606569099489916,18064950
136,55.01971614834356,1696.5125944903862,741.346424585257,41,1593,665,70,1769,818,157688,205.47890575129668,19.01085105281108,780912,0.2019280021308419,157691,301453,-79,10077.0,1504.0,632.4907221855816,238.59378646441073,144.0,141.0,2630.736385597616,2129.149658325122,537.7279730477109,0.523093152166341,18064950
137,32.91504247876062,2957.8755622188905,2284.245127436282,30,2934,2268,38,2974,2303,4002,40.41492152063343,6.768917208150134,11200,0.35732142857142857,4002,5768,1,2784.0,280.0,1153.2813593203398,171.3710644677661,263.0,125.0,139.5265978397347,83.9592060844875,60.1492157723263,0.6938280166435506,18064950
138,65.81628892741416,3650.9009739228304,1676.8942209071188,56,3585,1611,75,3725,1743,110173,153.10609667392407,15.703186112759944,351120,0.31377591706539076,110288,185536,-136,2593.0,2785.0,400.44716945168057,307.8733083423343,127.0,162.0,1904.422810147375,1184.403344640848,744.6784709157247,0.5938092876854087,18064950
139,34.816608283535956,1557.5701627859057,1215.5025757263547,32,1539,1193,39,1576,1239,4853,46.59392668838663,6.751996978707061,11914,0.40733590733590735,4853,6455,1,2747.0,203.0,1182.4860910776838,167.269730063878,468.0,125.0,162.28375757295956,110.82917337216087,56.01353052084562,0.7518202943454686,18064950
140,54.93321161219646,2111.9554865802447,3536.153222567099,49,2059,3476,62,2174,3605,27385,186.3769787953459,9.824660332757224,192855,0.14199787405045242,27385,70741,-22,6914.0,645.0,930.601168522914,211.47997078692714,153.0,134.0,1961.5151813348698,1741.645108776743,229.52246762353215,0.3871163822959811,18064950
141,58.415440180586906,980.1545221971407,3141.7352595936795,52,942,3104,66,1029,3187,33225,87.5078949908667,12.000560566830176,101094,0.32865451955605673,33227,49932,-1,780.0,2549.0,181.0224228743416,558.5158164033107,77.0,145.0,670.9207029433167,390.0822569825357,295.2397913525969,0.6654049507329969,18064950
142,37.828054259935286,2886.967921368859,2506.0293562246443,13,2796,2407,60,2985,2599,467601,180.0971174457476,32.74832139382795,1705536,0.27416659630755374,467941,708073,-419,6708.0,2375.0,501.6947696861213,276.40421855385256,158.0,153.0,2943.3485251922993,1675.3712133190427,1375.2225672846016,0.6603852992558676,18064950
143,52.37969182141446,2265.004346108258,3497.931845120506,49,2246,3473,57,2284,3522,5062,49.02305132620959,6.505195516570692,14896,0.33982277121374865,5062,7598,1,1707.0,225.0,849.5823785065191,183.196562623469,378.0,141.0,182.63276306425013,122.27885650204955,64.58566343308172,0.6662279547249276,18064950
144,49.50933132479705,1286.0484140932297,2636.9487823248805,42,1258,2606,57,1314,2668,23898,66.14293232689856,12.76832383064758,52080,0.4588709677419355,23898,29872,2,466.0,3268.0,156.95832287220688,649.6157837475939,116.0,223.0,375.76876955886615,226.89587951224823,165.17589939104622,0.8000133904659882,18064950
